	Code	Name	Type	Formula	PubChem	IUPAC	Smiles	Weight	Clusters	Symbol	Source	Essential amino acids	Error
521	Doe	Dolaphenine	unknown	C11H12N2S	369619	"2-phenyl-1-(1,3-thiazol-2-yl)ethanamine"	NC(Cc1ccccc1)c2nccs2	204.29138	[]		Norine		
522	Dov	Dolavaline	NRPS	C7H15NO2		2-(dimethylamino)-3-methylbutanoic acid	CC(C)C(C(=O)O)N(C)C	145.19951	[]		Norine		
523	Hpa	hydroxypicolinic acid	NRPS	C6H5NO3	13401	3-hydroxypyridine-2-carboxylic acid	O=C(O)c1ncccc1(O)	139.10881	[]		Norine		
524	Hpoe	2-hydroxyphenyl-2-oxo-ethanoic acid	NRPS	C8H6O4	355	2-(4-hydroxyphenyl)-2-oxoacetic acid	Oc1ccc(cc1)C(=O)C(=O)O	166.13084	[]		Norine		
525	HseL	homoserine lactone	NRPS	C4H7NO2	73509	3-aminooxolan-2-one	NC1CCOC1(=O)	101.10388	[]		Norine		
526	Ibu	"4-amino-2,2-dimethyl-3-oxopentanoic acid"	unknown	C7H13NO3			CC(N)C(=O)C(C)(C)C(O)=O	159.18303	[]		Norine		
527	Mab	2-methyl-3-aminobutanoic acid	unknown	C5H11NO2	10336926	3-amino-2-methylbutanoic acid	CC(N)C(C)C(=O)O	117.14634	[]		Norine		
528	Map	2-methyl-3-aminopentanoic acid	unknown	C6H13NO2			CCC(N)C(C)C(=O)O	131.17293	[]		Norine		
529	MCP	N-methylchloropyrrole	unknown	C6H6ClNO2	9115266	4-chloro-1-methylpyrrole-2-carboxylic acid	Cn1cc(cc1(C(=O)O))Cl	159.57034	[]		Norine		
530	MdCP	N-methyldichloropyrrole-2-carboxylic acid	unknown	C6H5Cl2NO2			Cn1c(cc(c1Cl)Cl)C(=O)O	194.01541	[]		Norine		
531	Me-AOA	methyl-2-aminooctanoic acid	NRPS	C9H19NO2			CCCCCCCC(N)C(=O)O	173.25266	[]		Norine		
532	NMe-Dha	N-Methyl-dehydroalanine	NRPS	C4H7NO2	711113	2-methylaminoprop-2-enoic acid	CNC(=C)C(=O)O	101.10388	[]		Norine		
533	NMe-Lan	N-Methyl-Lanthionine	NRPS	C6H12N2O5S			NC(CSCC(NO)C(O)=O)C(=O)O	224.23488	[]		Norine		
534	N-OH-Hta	N-Hydroxy-histamine	NRPS	C6H14N2O2			ONCCC1CNCN1	146.18756	[]		Norine		
535	N-Suc	Succinamid acid		C4H7NO3	12522	4-amino-4-oxobutanoic acid	NC(=O)CCC(=O)O	117.104	[]		Norine		
536	PALOA	propenoyl-alanyloxazole acid	unknown	C8H10N2O3			CC(N)c1nc(C=CC(=O)O)co1	182.1766	[]		Norine		
537	PAOA	propenoyl-2-aminobutanoyloxazole acid	unknown	C9H12N2O3			CCC(N)c1nc(C=CC(=O)O)co1	196.20317	[]		Norine		
538	Pda	pentanedioic acid	unknown	C5H8O4	743	pentanedioic acid	O=C(O)CCCC(=O)O	132.11462	[]		Norine		
539	Pha	phenylacetic acid	unknown	C8H8O2	999	2-phenylacetic acid	O=C(O)Cc1ccccc1	136.14792	[]		Norine		
540	PMST	propenoyl-O-methylserinylthiazole acid	unknown	C9H12N2O3S			COCC(N)c1nc(C=CC(=O)O)cs1	228.26817	[]		Norine		
541	PT	phosphinothricin	NRPS	C5H12NO4P	4794	2-amino-4-(hydroxy-methylphosphoryl)butanoic acid	CP(=O)(O)CCC(N)C(=O)O	181.12683	[]		Norine		
542	PTTA	4-propenoyl-2-tyrosylthiazole acid	unknown	C14H14N2O3S			NC(Cc1ccc(O)cc1)c2nc(C=CC(O)=O)cs2	290.3376	[]		Norine		
543	Put	putrescine	other	C4H12N2	1045	"butane-1,4-diamine"	NCCCCN	88.15148	[]		Norine		
544	Suc	succinic acid		C4H6O4	1110	butanedioic acid	O=C(O)CCC(=O)O	118.026609	[]		Norine		
545	Pen	Penicillamine	unknown	C5H11NO2S	92863	L-Penicillamine	CC(C)(C(C(=O)O)N)S	149.2	[]		PubChem		
